trip_id,pickup_time,drop_time,pickup_area,drop_area,distance_km,fare_inr,ride_type,driver_id
1490,2023-07-17 11:05:00,2023-07-17 11:21:00,Koramangala,Jayanagar,9.6,222.2,Uber,D043
1491,2023-07-08 17:17:00,2023-07-08 17:42:00,Marathahalli,Hebbal,7.0,144.84,Uber,D011
1492,2023-07-08 06:26:00,2023-07-08 07:06:00,Electronic City,Hebbal,8.7,201.24,Auto,D023
1493,2023-07-01 21:39:00,2023-07-01 21:59:00,Marathahalli,BTM Layout,12.8,274.43,Ola,D003
1494,2023-07-30 15:24:00,2023-07-30 15:43:00,Jayanagar,MG Road,14.6,277.15,Auto,D005
1495,2023-07-03 16:46:00,2023-07-03 17:29:00,HSR Layout,Koramangala,6.3,117.25,Ola,D027
1496,2023-07-13 13:31:00,2023-07-13 13:58:00,HSR Layout,Indiranagar,8.4,158.53,Auto,D028
1497,2023-07-05 11:59:00,2023-07-05 12:12:00,Koramangala,Whitefield,9.7,184.57,Ola,D006
1498,2023-07-09 19:46:00,2023-07-09 20:02:00,HSR Layout,Koramangala,4.4,103.83,Uber,D035
1499,2023-07-19 14:46:00,2023-07-19 15:26:00,Whitefield,BTM Layout,5.4,126.45,Uber,D016
1500,2023-07-09 14:50:00,2023-07-09 15:22:00,BTM Layout,Marathahalli,13.7,248.87,Auto,D027
1501,2023-07-22 22:52:00,2023-07-22 23:06:00,Hebbal,BTM Layout,12.9,319.72,Ola,D048
1502,2023-07-17 07:18:00,2023-07-17 07:46:00,Jayanagar,HSR Layout,12.2,290.74,Auto,D050
1503,2023-07-29 14:38:00,2023-07-29 14:49:00,Jayanagar,HSR Layout,11.0,268.74,Ola,D036
1504,2023-07-13 13:34:00,2023-07-13 14:19:00,MG Road,Hebbal,6.2,115.01,Uber,D050
1505,2023-07-12 06:11:00,2023-07-12 06:54:00,MG Road,HSR Layout,6.6,132.5,Ola,D043
1506,2023-07-20 22:13:00,2023-07-20 22:44:00,HSR Layout,Electronic City,8.8,192.57,Ola,D027
1507,2023-07-28 20:14:00,2023-07-28 20:49:00,Koramangala,BTM Layout,3.9,83.06,Uber,D049
1508,2023-07-30 18:21:00,2023-07-30 18:37:00,BTM Layout,Hebbal,11.0,221.77,Ola,D031
1509,2023-07-07 10:27:00,2023-07-07 11:05:00,Jayanagar,Marathahalli,8.7,214.19,Ola,D011
1510,2023-07-25 11:31:00,2023-07-25 12:01:00,Electronic City,Hebbal,13.2,292.25,Ola,D031
1511,2023-07-21 08:47:00,2023-07-21 09:02:00,Electronic City,BTM Layout,14.0,288.6,Uber,D018
1512,2023-07-20 09:37:00,2023-07-20 10:00:00,Hebbal,Marathahalli,6.9,155.1,Ola,D042
1513,2023-07-22 19:40:00,2023-07-22 20:18:00,Indiranagar,Jayanagar,12.4,225.0,Auto,D050
1514,2023-07-12 11:16:00,2023-07-12 11:57:00,Whitefield,BTM Layout,10.5,214.13,Ola,D044
1515,2023-07-16 16:17:00,2023-07-16 16:52:00,HSR Layout,Koramangala,7.5,174.26,Uber,D015
1516,2023-07-28 14:01:00,2023-07-28 14:18:00,Electronic City,MG Road,5.4,110.99,Auto,D009
1517,2023-07-22 11:10:00,2023-07-22 11:40:00,Marathahalli,Hebbal,4.2,92.79,Auto,D020
1518,2023-07-23 07:22:00,2023-07-23 07:59:00,HSR Layout,BTM Layout,12.0,229.82,Ola,D040
1519,2023-07-09 15:08:00,2023-07-09 15:40:00,HSR Layout,Indiranagar,14.4,350.28,Ola,D027
1520,2023-07-03 06:27:00,2023-07-03 06:38:00,Hebbal,Indiranagar,3.5,63.68,Auto,D007
1521,2023-07-26 11:54:00,2023-07-26 12:35:00,Electronic City,HSR Layout,13.2,315.78,Uber,D031
1522,2023-07-28 13:26:00,2023-07-28 13:39:00,Jayanagar,Marathahalli,7.1,131.74,Ola,D030
1523,2023-07-06 19:27:00,2023-07-06 20:12:00,BTM Layout,MG Road,7.5,154.26,Ola,D035
1524,2023-07-04 11:15:00,2023-07-04 11:27:00,Hebbal,Koramangala,5.1,97.15,Auto,D036
1525,2023-07-20 18:54:00,2023-07-20 19:32:00,HSR Layout,Whitefield,10.8,201.63,Auto,D025
1526,2023-07-19 07:05:00,2023-07-19 07:24:00,Koramangala,MG Road,6.8,153.62,Ola,D038
1527,2023-07-01 16:54:00,2023-07-01 17:29:00,Marathahalli,BTM Layout,14.2,312.21,Uber,D044
1528,2023-07-26 21:31:00,2023-07-26 21:51:00,Hebbal,Marathahalli,6.8,153.66,Auto,D039
1529,2023-07-26 20:36:00,2023-07-26 20:48:00,HSR Layout,Marathahalli,7.1,133.76,Ola,D011
1530,2023-07-03 17:28:00,2023-07-03 17:39:00,Indiranagar,Marathahalli,6.3,145.7,Auto,D046
1531,2023-07-05 18:14:00,2023-07-05 18:42:00,Indiranagar,Whitefield,4.8,98.74,Auto,D031
1532,2023-07-21 18:57:00,2023-07-21 19:12:00,Hebbal,Whitefield,3.2,71.48,Ola,D034
1533,2023-07-07 06:45:00,2023-07-07 07:19:00,Marathahalli,Hebbal,3.6,74.88,Auto,D033
1534,2023-07-26 08:00:00,2023-07-26 08:26:00,Marathahalli,Electronic City,10.2,211.33,Uber,D007
1535,2023-07-25 14:38:00,2023-07-25 15:23:00,Electronic City,Koramangala,7.2,147.13,Ola,D007
1536,2023-07-25 20:30:00,2023-07-25 21:05:00,HSR Layout,Whitefield,3.7,87.45,Auto,D018
1537,2023-07-30 06:19:00,2023-07-30 07:04:00,BTM Layout,Whitefield,12.8,285.72,Auto,D019
1538,2023-07-20 19:34:00,2023-07-20 20:08:00,Electronic City,BTM Layout,9.8,196.25,Uber,D010
1539,2023-07-22 16:44:00,2023-07-22 17:27:00,MG Road,BTM Layout,7.8,142.2,Auto,D010
1540,2023-07-25 16:34:00,2023-07-25 17:07:00,Whitefield,Koramangala,9.7,179.71,Ola,D035
1541,2023-07-08 13:21:00,2023-07-08 13:33:00,Koramangala,Electronic City,6.3,113.43,Auto,D041
1542,2023-07-06 16:37:00,2023-07-06 17:09:00,Marathahalli,Whitefield,7.0,130.27,Uber,D014
1543,2023-07-19 21:08:00,2023-07-19 21:29:00,Koramangala,Hebbal,4.9,103.98,Ola,D030
1544,2023-07-15 11:34:00,2023-07-15 12:14:00,Whitefield,MG Road,12.7,272.51,Ola,D040
1545,2023-07-13 08:55:00,2023-07-13 09:14:00,Hebbal,Marathahalli,10.7,208.1,Ola,D034
1546,2023-07-08 10:35:00,2023-07-08 11:03:00,Marathahalli,Koramangala,3.1,73.25,Auto,D037
1547,2023-07-12 20:58:00,2023-07-12 21:24:00,Whitefield,Marathahalli,7.4,149.78,Auto,D021
1548,2023-07-01 12:08:00,2023-07-01 12:38:00,Hebbal,Electronic City,4.0,73.63,Auto,D027
1549,2023-07-02 18:32:00,2023-07-02 19:09:00,Hebbal,MG Road,11.5,231.77,Ola,D008
1550,2023-07-23 08:41:00,2023-07-23 09:17:00,BTM Layout,Marathahalli,14.4,308.82,Auto,D035
1551,2023-07-16 18:10:00,2023-07-16 18:45:00,Marathahalli,BTM Layout,13.9,332.95,Auto,D048
1552,2023-07-17 10:15:00,2023-07-17 10:33:00,Koramangala,Electronic City,4.7,100.91,Ola,D042
1553,2023-07-02 18:05:00,2023-07-02 18:45:00,Marathahalli,Jayanagar,12.3,249.21,Auto,D007
1554,2023-07-01 18:52:00,2023-07-01 19:22:00,BTM Layout,Hebbal,10.7,198.27,Auto,D016
1555,2023-07-15 12:51:00,2023-07-15 13:20:00,Hebbal,Koramangala,6.6,164.11,Uber,D027
1556,2023-07-11 17:22:00,2023-07-11 17:57:00,Marathahalli,Whitefield,9.6,195.14,Uber,D042
1557,2023-07-28 15:40:00,2023-07-28 15:58:00,Hebbal,HSR Layout,5.0,96.91,Auto,D014
1558,2023-07-18 09:36:00,2023-07-18 10:01:00,Jayanagar,Indiranagar,4.1,88.74,Uber,D034
1559,2023-07-30 11:22:00,2023-07-30 12:04:00,BTM Layout,Marathahalli,10.9,258.93,Uber,D033
1560,2023-07-09 20:23:00,2023-07-09 20:51:00,Electronic City,BTM Layout,14.0,286.53,Ola,D008
1561,2023-07-17 22:42:00,2023-07-17 23:23:00,Jayanagar,HSR Layout,9.1,208.56,Auto,D037
1562,2023-07-08 06:34:00,2023-07-08 07:18:00,HSR Layout,BTM Layout,7.3,135.05,Auto,D030
1563,2023-07-24 22:06:00,2023-07-24 22:39:00,Jayanagar,Hebbal,14.1,256.63,Uber,D007
1564,2023-07-15 08:10:00,2023-07-15 08:20:00,Marathahalli,MG Road,5.7,102.72,Auto,D027
1565,2023-07-18 21:44:00,2023-07-18 22:13:00,Marathahalli,Electronic City,7.5,180.17,Auto,D036
1566,2023-07-04 14:08:00,2023-07-04 14:40:00,Koramangala,Whitefield,9.9,201.0,Uber,D025
1567,2023-07-05 10:02:00,2023-07-05 10:32:00,Electronic City,MG Road,5.9,125.63,Auto,D023
1568,2023-07-23 13:28:00,2023-07-23 14:04:00,Jayanagar,Whitefield,4.7,86.49,Ola,D024
1569,2023-07-01 17:08:00,2023-07-01 17:44:00,Hebbal,Jayanagar,3.7,79.31,Ola,D005
1570,2023-07-04 15:37:00,2023-07-04 15:57:00,Electronic City,Whitefield,13.4,294.73,Auto,D042
1571,2023-07-25 14:13:00,2023-07-25 14:51:00,Marathahalli,HSR Layout,5.7,116.01,Auto,D008
1572,2023-07-04 21:47:00,2023-07-04 22:13:00,Koramangala,BTM Layout,6.2,120.43,Uber,D041
1573,2023-07-18 08:53:00,2023-07-18 09:30:00,Electronic City,BTM Layout,7.1,134.59,Ola,D015
1574,2023-07-08 22:50:00,2023-07-08 23:16:00,Indiranagar,Hebbal,4.2,94.2,Uber,D012
1575,2023-07-04 16:53:00,2023-07-04 17:17:00,Jayanagar,Koramangala,5.1,121.69,Auto,D013
1576,2023-07-05 22:18:00,2023-07-05 22:34:00,MG Road,Indiranagar,14.6,324.93,Ola,D025
1577,2023-07-16 10:18:00,2023-07-16 10:29:00,MG Road,Marathahalli,3.3,74.86,Auto,D036
1578,2023-07-06 09:06:00,2023-07-06 09:47:00,Jayanagar,Marathahalli,4.3,91.89,Auto,D047
1579,2023-07-12 21:55:00,2023-07-12 22:05:00,HSR Layout,Koramangala,10.1,235.2,Auto,D031
1580,2023-07-03 13:46:00,2023-07-03 14:26:00,Marathahalli,Electronic City,12.8,306.1,Auto,D008
1581,2023-07-29 21:39:00,2023-07-29 21:54:00,Marathahalli,Whitefield,11.2,233.13,Uber,D012
1582,2023-07-17 08:24:00,2023-07-17 08:34:00,BTM Layout,Whitefield,9.2,213.4,Auto,D038
1583,2023-07-29 15:45:00,2023-07-29 16:20:00,Whitefield,BTM Layout,4.8,88.14,Auto,D047
1584,2023-07-13 11:48:00,2023-07-13 12:07:00,Whitefield,Electronic City,3.5,84.19,Auto,D020
1585,2023-07-03 18:35:00,2023-07-03 18:54:00,Jayanagar,Marathahalli,7.5,140.83,Auto,D002
1586,2023-07-09 16:49:00,2023-07-09 17:01:00,BTM Layout,Jayanagar,12.9,274.41,Ola,D028
1587,2023-07-03 21:21:00,2023-07-03 22:03:00,Indiranagar,Marathahalli,13.3,268.8,Ola,D045
1588,2023-07-14 06:34:00,2023-07-14 07:07:00,Electronic City,Jayanagar,6.2,118.38,Auto,D040
1589,2023-07-13 12:53:00,2023-07-13 13:20:00,Koramangala,Jayanagar,10.6,203.32,Uber,D043
1590,2023-07-29 10:00:00,2023-07-29 10:20:00,Marathahalli,MG Road,10.4,257.91,Auto,D003
1591,2023-07-18 22:43:00,2023-07-18 23:28:00,BTM Layout,Indiranagar,6.2,128.7,Auto,D018
1592,2023-07-24 18:29:00,2023-07-24 18:43:00,Electronic City,HSR Layout,4.3,104.68,Auto,D004
1593,2023-07-19 15:00:00,2023-07-19 15:27:00,HSR Layout,MG Road,6.8,162.49,Uber,D024
1594,2023-07-24 17:15:00,2023-07-24 17:36:00,Jayanagar,HSR Layout,3.5,68.48,Auto,D036
1595,2023-07-20 22:32:00,2023-07-20 22:58:00,MG Road,Indiranagar,4.3,102.5,Uber,D042
1596,2023-07-29 15:00:00,2023-07-29 15:20:00,Koramangala,MG Road,4.2,87.15,Auto,D031
1597,2023-07-18 12:48:00,2023-07-18 13:28:00,Koramangala,Indiranagar,13.2,301.91,Auto,D015
1598,2023-07-03 13:02:00,2023-07-03 13:47:00,Jayanagar,Electronic City,6.3,120.47,Auto,D025
1599,2023-07-19 08:14:00,2023-07-19 08:35:00,Electronic City,Hebbal,11.6,209.28,Uber,D048
1600,2023-07-29 22:51:00,2023-07-29 23:17:00,Hebbal,Marathahalli,3.8,76.93,Auto,D012
1601,2023-07-05 19:26:00,2023-07-05 20:10:00,Jayanagar,HSR Layout,12.2,257.67,Auto,D014
1602,2023-07-12 14:22:00,2023-07-12 14:56:00,Electronic City,Marathahalli,7.7,141.46,Uber,D005
1603,2023-07-12 14:05:00,2023-07-12 14:20:00,Electronic City,MG Road,10.4,258.14,Auto,D007
1604,2023-07-28 13:19:00,2023-07-28 14:01:00,Hebbal,Indiranagar,4.1,76.69,Ola,D003
1605,2023-07-03 14:02:00,2023-07-03 14:22:00,Whitefield,Jayanagar,13.5,281.26,Auto,D041
1606,2023-07-08 15:25:00,2023-07-08 15:37:00,Hebbal,HSR Layout,7.9,167.5,Ola,D018
1607,2023-07-03 20:26:00,2023-07-03 21:05:00,Marathahalli,HSR Layout,10.3,206.33,Uber,D019
1608,2023-07-27 19:09:00,2023-07-27 19:28:00,BTM Layout,Marathahalli,5.9,124.34,Ola,D027
1609,2023-07-22 17:02:00,2023-07-22 17:44:00,Electronic City,Whitefield,5.1,110.76,Auto,D001
1610,2023-07-20 16:15:00,2023-07-20 16:45:00,Koramangala,Indiranagar,7.9,170.54,Ola,D041
1611,2023-07-19 18:32:00,2023-07-19 18:57:00,Koramangala,Hebbal,8.9,187.28,Uber,D019
1612,2023-07-03 15:29:00,2023-07-03 16:11:00,Indiranagar,Hebbal,11.8,267.86,Ola,D003
1613,2023-07-12 16:23:00,2023-07-12 17:07:00,Jayanagar,Whitefield,9.5,235.79,Auto,D036
1614,2023-07-01 16:30:00,2023-07-01 17:09:00,Jayanagar,Indiranagar,8.0,175.75,Ola,D034
1615,2023-07-27 19:34:00,2023-07-27 19:47:00,Hebbal,MG Road,14.2,296.03,Auto,D020
1616,2023-07-12 13:04:00,2023-07-12 13:19:00,Electronic City,MG Road,13.5,269.71,Ola,D010
1617,2023-07-10 21:39:00,2023-07-10 21:53:00,Jayanagar,Hebbal,3.4,82.69,Auto,D014
1618,2023-07-18 06:38:00,2023-07-18 07:23:00,HSR Layout,Hebbal,13.0,307.1,Auto,D007
1619,2023-07-22 19:44:00,2023-07-22 20:11:00,Marathahalli,HSR Layout,4.4,82.78,Uber,D008
1620,2023-07-07 16:52:00,2023-07-07 17:34:00,HSR Layout,Electronic City,12.8,300.41,Ola,D023
1621,2023-07-27 16:00:00,2023-07-27 16:18:00,HSR Layout,Indiranagar,12.6,297.3,Uber,D022
1622,2023-07-08 15:34:00,2023-07-08 16:06:00,Hebbal,Koramangala,3.8,82.99,Uber,D039
1623,2023-07-13 15:41:00,2023-07-13 15:58:00,Electronic City,Indiranagar,12.2,228.33,Ola,D007
1624,2023-07-20 07:11:00,2023-07-20 07:33:00,Electronic City,HSR Layout,9.2,165.62,Auto,D001
1625,2023-07-08 08:03:00,2023-07-08 08:14:00,BTM Layout,Whitefield,13.9,346.88,Uber,D014
1626,2023-07-12 16:32:00,2023-07-12 16:42:00,Whitefield,Marathahalli,5.5,131.36,Ola,D028
1627,2023-07-17 18:16:00,2023-07-17 18:43:00,MG Road,Whitefield,8.0,144.32,Ola,D027
1628,2023-07-14 20:47:00,2023-07-14 20:58:00,Marathahalli,Hebbal,8.6,155.7,Uber,D044
1629,2023-07-14 11:40:00,2023-07-14 12:14:00,BTM Layout,HSR Layout,7.7,144.2,Auto,D020
1630,2023-07-14 17:33:00,2023-07-14 17:52:00,Indiranagar,Whitefield,11.4,231.32,Uber,D046
1631,2023-07-27 08:52:00,2023-07-27 09:26:00,Koramangala,Indiranagar,9.3,169.43,Ola,D027
1632,2023-07-27 06:52:00,2023-07-27 07:16:00,Marathahalli,Hebbal,3.8,93.88,Uber,D018
1633,2023-07-18 17:52:00,2023-07-18 18:03:00,MG Road,Indiranagar,4.0,74.19,Ola,D030
1634,2023-07-30 18:14:00,2023-07-30 18:43:00,MG Road,BTM Layout,13.3,319.45,Auto,D016
1635,2023-07-13 21:17:00,2023-07-13 21:46:00,MG Road,Electronic City,14.8,342.96,Auto,D041
1636,2023-07-22 11:24:00,2023-07-22 11:39:00,Hebbal,Electronic City,12.6,307.88,Uber,D005
1637,2023-07-11 13:40:00,2023-07-11 14:22:00,Koramangala,BTM Layout,13.4,292.29,Ola,D001
1638,2023-07-19 11:31:00,2023-07-19 11:47:00,MG Road,Hebbal,3.9,75.84,Ola,D041
1639,2023-07-10 18:51:00,2023-07-10 19:28:00,Whitefield,Hebbal,6.7,121.49,Uber,D030
1640,2023-07-15 13:38:00,2023-07-15 14:23:00,Marathahalli,Koramangala,5.2,116.47,Auto,D019
1641,2023-07-09 07:43:00,2023-07-09 08:23:00,Jayanagar,MG Road,3.1,58.24,Ola,D025
1642,2023-07-30 13:33:00,2023-07-30 14:10:00,Indiranagar,Jayanagar,11.3,254.55,Auto,D042
1643,2023-07-23 18:40:00,2023-07-23 19:21:00,Jayanagar,Marathahalli,7.8,159.71,Ola,D024
1644,2023-07-06 15:16:00,2023-07-06 15:54:00,Hebbal,Jayanagar,9.6,209.03,Auto,D050
1645,2023-07-24 10:09:00,2023-07-24 10:33:00,MG Road,Electronic City,7.5,161.52,Auto,D018
1646,2023-07-28 07:58:00,2023-07-28 08:20:00,Indiranagar,Jayanagar,6.1,148.54,Ola,D040
1647,2023-07-20 19:44:00,2023-07-20 20:19:00,Whitefield,Marathahalli,3.1,74.34,Uber,D037
1648,2023-07-02 17:42:00,2023-07-02 18:03:00,Jayanagar,Indiranagar,11.8,213.62,Ola,D030
1649,2023-07-18 13:23:00,2023-07-18 13:40:00,Jayanagar,Marathahalli,8.0,160.12,Auto,D042
1650,2023-07-11 16:22:00,2023-07-11 16:49:00,Marathahalli,Electronic City,14.1,302.71,Uber,D035
1651,2023-07-10 22:27:00,2023-07-10 22:37:00,Electronic City,MG Road,14.7,336.22,Auto,D031
1652,2023-07-03 06:27:00,2023-07-03 07:12:00,HSR Layout,Hebbal,10.4,246.81,Auto,D001
1653,2023-07-20 06:14:00,2023-07-20 06:43:00,Whitefield,Hebbal,14.2,301.17,Auto,D004
1654,2023-07-04 10:00:00,2023-07-04 10:34:00,HSR Layout,Marathahalli,11.5,272.96,Ola,D023
1655,2023-07-04 21:47:00,2023-07-04 22:29:00,MG Road,BTM Layout,12.3,296.79,Auto,D041
1656,2023-07-16 07:54:00,2023-07-16 08:13:00,Whitefield,MG Road,5.9,120.61,Auto,D026
1657,2023-07-05 22:45:00,2023-07-05 23:28:00,Electronic City,Indiranagar,9.9,243.6,Auto,D037
1658,2023-07-17 17:30:00,2023-07-17 17:54:00,Hebbal,BTM Layout,11.0,248.71,Uber,D036
1659,2023-07-17 09:12:00,2023-07-17 09:57:00,Hebbal,Whitefield,4.5,104.92,Ola,D001
1660,2023-07-17 15:44:00,2023-07-17 16:28:00,HSR Layout,Koramangala,4.6,93.35,Ola,D046
1661,2023-07-28 11:36:00,2023-07-28 11:54:00,Electronic City,MG Road,4.7,115.49,Auto,D014
1662,2023-07-13 07:40:00,2023-07-13 08:02:00,Whitefield,MG Road,3.3,74.69,Ola,D025
1663,2023-07-08 22:46:00,2023-07-08 23:15:00,Electronic City,HSR Layout,6.8,128.51,Auto,D048
1664,2023-07-28 22:45:00,2023-07-28 23:20:00,Marathahalli,HSR Layout,3.8,79.2,Uber,D041
1665,2023-07-12 19:04:00,2023-07-12 19:35:00,HSR Layout,Whitefield,13.2,303.63,Uber,D016
1666,2023-07-29 09:36:00,2023-07-29 10:13:00,HSR Layout,Whitefield,3.8,70.84,Ola,D026
1667,2023-07-02 18:47:00,2023-07-02 19:09:00,Jayanagar,HSR Layout,13.0,286.48,Ola,D016
1668,2023-07-15 15:19:00,2023-07-15 15:36:00,MG Road,Koramangala,9.5,200.64,Ola,D040
1669,2023-07-06 10:31:00,2023-07-06 11:08:00,Indiranagar,Marathahalli,10.6,248.23,Auto,D036
1670,2023-07-01 17:06:00,2023-07-01 17:42:00,Marathahalli,Indiranagar,4.4,100.9,Ola,D049
1671,2023-07-28 12:59:00,2023-07-28 13:35:00,BTM Layout,Jayanagar,9.3,188.77,Ola,D005
1672,2023-07-05 19:55:00,2023-07-05 20:38:00,Koramangala,Marathahalli,7.3,133.47,Auto,D016
1673,2023-07-21 10:14:00,2023-07-21 10:34:00,Jayanagar,MG Road,4.0,89.89,Auto,D001
1674,2023-07-14 13:26:00,2023-07-14 13:51:00,Marathahalli,BTM Layout,4.4,106.65,Uber,D013
1675,2023-07-13 10:50:00,2023-07-13 11:34:00,Marathahalli,Indiranagar,14.5,279.5,Auto,D001
1676,2023-07-23 06:33:00,2023-07-23 07:09:00,HSR Layout,Hebbal,15.0,371.86,Uber,D018
1677,2023-07-27 21:48:00,2023-07-27 22:07:00,MG Road,Jayanagar,8.8,179.88,Auto,D003
1678,2023-07-05 07:32:00,2023-07-05 07:47:00,Indiranagar,Marathahalli,13.8,284.45,Ola,D022
1679,2023-07-29 21:37:00,2023-07-29 22:15:00,Jayanagar,Hebbal,10.8,242.96,Uber,D048
1680,2023-07-06 13:38:00,2023-07-06 14:20:00,Koramangala,BTM Layout,7.6,184.29,Auto,D005
1681,2023-07-24 06:31:00,2023-07-24 06:57:00,Marathahalli,Koramangala,6.8,157.52,Ola,D006
1682,2023-07-17 16:58:00,2023-07-17 17:17:00,Electronic City,Koramangala,11.0,234.52,Auto,D005
1683,2023-07-06 15:04:00,2023-07-06 15:21:00,MG Road,Hebbal,3.9,88.5,Uber,D035
1684,2023-07-17 17:24:00,2023-07-17 17:48:00,Hebbal,Whitefield,14.8,277.69,Ola,D015
1685,2023-07-13 06:18:00,2023-07-13 06:53:00,BTM Layout,Jayanagar,7.7,151.24,Auto,D032
1686,2023-07-24 20:23:00,2023-07-24 21:06:00,MG Road,Hebbal,5.2,121.38,Ola,D010
1687,2023-07-05 22:24:00,2023-07-05 23:01:00,BTM Layout,Koramangala,11.2,212.66,Auto,D030
1688,2023-07-14 13:47:00,2023-07-14 13:59:00,Jayanagar,Hebbal,4.7,92.46,Uber,D030
1689,2023-07-16 21:48:00,2023-07-16 22:23:00,Whitefield,MG Road,12.2,304.35,Ola,D017
1690,2023-07-27 16:20:00,2023-07-27 16:53:00,HSR Layout,Koramangala,10.6,199.2,Ola,D010
1691,2023-07-05 19:20:00,2023-07-05 19:47:00,HSR Layout,Marathahalli,5.3,100.49,Auto,D030
1692,2023-07-23 08:45:00,2023-07-23 09:29:00,HSR Layout,Whitefield,12.8,262.51,Uber,D035
1693,2023-07-14 15:41:00,2023-07-14 16:23:00,Indiranagar,Hebbal,6.5,121.21,Auto,D003
1694,2023-07-03 15:46:00,2023-07-03 15:57:00,Whitefield,BTM Layout,3.7,74.4,Ola,D031
1695,2023-07-18 06:41:00,2023-07-18 07:05:00,Electronic City,MG Road,11.8,290.27,Ola,D018
1696,2023-07-18 09:40:00,2023-07-18 09:57:00,MG Road,Marathahalli,6.9,162.48,Uber,D034
1697,2023-07-20 11:18:00,2023-07-20 11:52:00,Hebbal,Koramangala,13.9,272.15,Ola,D043
1698,2023-07-25 06:06:00,2023-07-25 06:31:00,HSR Layout,Koramangala,13.4,301.71,Ola,D042
1699,2023-07-07 17:45:00,2023-07-07 18:10:00,Koramangala,Electronic City,12.6,269.08,Auto,D008
1700,2023-07-26 12:02:00,2023-07-26 12:19:00,Koramangala,Jayanagar,9.2,226.34,Ola,D033
1701,2023-07-16 13:13:00,2023-07-16 13:24:00,Marathahalli,Whitefield,13.3,261.88,Auto,D011
1702,2023-07-26 20:45:00,2023-07-26 21:10:00,BTM Layout,MG Road,11.7,269.98,Uber,D011
1703,2023-07-04 22:47:00,2023-07-04 23:00:00,MG Road,HSR Layout,11.1,245.09,Uber,D009
1704,2023-07-03 13:40:00,2023-07-03 14:00:00,Electronic City,HSR Layout,7.6,185.09,Ola,D010
1705,2023-07-24 12:02:00,2023-07-24 12:35:00,MG Road,HSR Layout,5.9,128.19,Auto,D017
1706,2023-07-22 18:36:00,2023-07-22 19:11:00,Indiranagar,Hebbal,10.9,265.76,Uber,D033
1707,2023-07-17 22:03:00,2023-07-17 22:34:00,BTM Layout,Whitefield,7.3,169.8,Uber,D014
1708,2023-07-25 11:53:00,2023-07-25 12:13:00,Koramangala,BTM Layout,12.9,255.56,Uber,D027
1709,2023-07-17 14:52:00,2023-07-17 15:19:00,Jayanagar,BTM Layout,7.4,159.54,Ola,D035
1710,2023-07-19 15:40:00,2023-07-19 16:08:00,Indiranagar,Whitefield,5.0,121.94,Ola,D016
1711,2023-07-06 19:25:00,2023-07-06 20:02:00,Indiranagar,Electronic City,4.2,84.92,Ola,D014
1712,2023-07-07 08:22:00,2023-07-07 09:07:00,HSR Layout,Jayanagar,13.4,272.51,Ola,D030
1713,2023-07-16 11:25:00,2023-07-16 12:07:00,Marathahalli,MG Road,7.1,139.82,Uber,D007
1714,2023-07-20 08:11:00,2023-07-20 08:25:00,Electronic City,Jayanagar,14.1,299.11,Ola,D011
1715,2023-07-15 21:16:00,2023-07-15 21:26:00,Electronic City,Hebbal,14.1,305.35,Auto,D031
1716,2023-07-17 13:49:00,2023-07-17 13:59:00,Indiranagar,MG Road,7.2,162.23,Ola,D045
1717,2023-07-29 22:31:00,2023-07-29 23:12:00,Electronic City,HSR Layout,12.0,253.53,Auto,D029
1718,2023-07-11 08:48:00,2023-07-11 09:32:00,Koramangala,BTM Layout,11.7,220.59,Auto,D015
1719,2023-07-13 18:04:00,2023-07-13 18:26:00,Whitefield,Koramangala,5.8,108.95,Ola,D021
1720,2023-07-01 10:33:00,2023-07-01 11:06:00,BTM Layout,MG Road,12.1,296.31,Auto,D049
1721,2023-07-18 06:28:00,2023-07-18 06:43:00,Hebbal,Whitefield,5.8,130.01,Auto,D022
1722,2023-07-25 22:37:00,2023-07-25 23:16:00,BTM Layout,Hebbal,11.7,253.63,Uber,D010
1723,2023-07-09 08:33:00,2023-07-09 08:43:00,Koramangala,MG Road,14.0,274.69,Ola,D044
1724,2023-07-14 12:23:00,2023-07-14 12:47:00,HSR Layout,Whitefield,6.6,133.63,Auto,D013
1725,2023-07-18 14:38:00,2023-07-18 15:14:00,Marathahalli,MG Road,6.6,122.26,Uber,D007
1726,2023-07-27 20:53:00,2023-07-27 21:36:00,Koramangala,MG Road,7.8,150.46,Ola,D037
1727,2023-07-18 13:13:00,2023-07-18 13:51:00,Koramangala,Jayanagar,10.3,227.28,Ola,D005
1728,2023-07-14 06:58:00,2023-07-14 07:20:00,Jayanagar,MG Road,3.0,74.43,Auto,D024
1729,2023-07-11 13:32:00,2023-07-11 14:09:00,Whitefield,Marathahalli,9.9,226.42,Auto,D028
1730,2023-07-10 11:27:00,2023-07-10 11:53:00,Hebbal,Electronic City,10.4,216.13,Auto,D033
1731,2023-07-27 20:19:00,2023-07-27 20:40:00,BTM Layout,Electronic City,13.6,257.02,Auto,D005
1732,2023-07-15 19:49:00,2023-07-15 20:17:00,HSR Layout,BTM Layout,4.1,97.8,Ola,D030
1733,2023-07-21 14:11:00,2023-07-21 14:37:00,Indiranagar,Marathahalli,7.6,186.81,Uber,D008
1734,2023-07-10 13:34:00,2023-07-10 13:57:00,MG Road,Marathahalli,11.3,254.81,Auto,D032
